main_headline,classification
BOSTON STOCK MARKET.,1.0
KENTUCKY LEGISLATURE MEETS.; Extra Session to Act on Goebel Election Law -- Close Vote Expected.,3.0
NEWS OF THE RAILROADS.; President Ristine Offered the Chairmanship of Three Rate Sub-Committees.,6.0
"FIGHTING AT MACHADODORP.; Boers Said to Have Been Defeated, Leaving Their Guns.",9.0
ROOSEVELT'S NEW SCHEDULE.,7.0
WANT TO DESTROY PALACE.; Russians in Conflict with the Japanese -- Splendid Art Treasures Would Be Lost.,9.0
Populists' Action Pieases Bryan.,1.0
Courtesy in Business.,1.0
"THE JAPANESE AT AMOY.; Large Force, with Guns, Landed -- American Gunboat Due There To-morrow.",9.0
"ROBERTS COMMANDER IN CHIEF; Reported ""on the Highest Authority"" He Has Succeeded Wolseiey.",9.0
TO KILL VICTOR EMMANUEL.; Anarchist Arrested in Italy Suspected of Having Conspired to Assassinate the New King.,9.0
CZAR SEEKING FRENCH LOAN?; Russian Alliance Now Viewed with Less Favor by Paris Papers of All Opinions.,9.0
Article 4 -- No Title,7.0
"DAY OF RUNAWAY RACES; Winners in Four Events at Sheepshead Bay Led All the Way. DEMURRER MADE A RECORD Lady Massey, Ridden Out, Took the Dolphin Stakes from Kallishandra and Water Cure.",9.0
A Concern to Raise Sunken Vessels.,1.0
BUBONIC PLAGUE IN SCOTLAND.; Two Deaths from the Disease Occur in Glasgow and Forty Families Are Isolated.,9.0
SPAIN'S TIME RECKONING.; Text of the New Order Establishing the Twenty-four-Hour Day.,9.0
THE MEADE AT NAGASAKI.,7.0
"BANKERS' ASSOCIATION TO MEET.; Programme and Topics for Discussion at Richmond Oct. 2, 3, and 4.",9.0
In Continental Centres.,1.0
"CLASH OVER CHINA IS NOW THREATENED; Powers Disagree as to Accepting Earl Li's Credentials. THE ADMIRALS ""DETAIN"" HIM American and Russian Commanders Object in Vain. Chinese Believed to be Tampering with Dispatches -- American Refugees from Peking at Tien-Tsin.",6.0
Article 3 -- No Title,7.0
"WAGE LAW IS DENOUNCED; Attorney Kellogg Says It Is Illegal, Vicious, and Monstrous. ""Prevailing-Rate"" Stipulation Causes Waste of City Money -- Effort to Enjoin Bridge Commissioners.",5.0
THE ALLIES' MOVEMENTS.,7.0
"JOHNSTOWN FLOOD HERO KILLED.; George H. Ling, Who Saved Twenty-four Lives, Crushed Under a Train.",9.0
"Fire at Rancocas Causes $5,000 Loss.",7.0
Front Page 4 -- No Title; DIPLOMATIC SITUATION SERIOUS. POWERS DO NOT RECOGNIZE LI.,9.0
IN THE REAL ESTATE FIELD; Continued Dullness in Private Sales -- Important Transfers -- The Day's Results at Auction.,9.0
Syracuse Railroad Office Robbed.,7.0
Hill Wins in Monroe County.,7.0
ALBANY COUNTY DIVIDED.; The Hill Faction and Croker's Forces Each Carry Two Assembly Districts.,9.0
ILLINOIS BROOM CORN TRUST.; Rumor in the Belt that the Organization May Collapse.,9.0
Front Page 3 -- No Title,7.0
CAPT. MYERS VERY ILL.,7.0
Obituary 2 -- No Title,1.0
WHAT IS DOING IN SOCIETY.,1.0
NORWALK'S CENTENARIAN DEAD; Mrs. Phoebe Crabbe Was Born Two Tears Before Washington Died.,9.0
Ex-Senator Murphy's Son Weds To-day.,9.0
Mr. Bryan Starts for Chicago Friday.,7.0
WRECK ON NEW YORK CENTRAL.,7.0
MR. CROKER FOR THE STUMP; The Tammany Leader Makes a Speech at the Hoffman House. He Warns Against Trusts -- Plans for His Campaigning Await the Arrival of ex-Gov. Stone.,9.0
Murdered Man's Companion Held.,7.0
ITALIANS STEAL A CHURCH.; Moved It and Its Contents to Another Site and Are Arrested.,9.0
CHINESE LEAVE BERLIN.,7.0
Heat Kills a Centenarian.,7.0
Accuses ex-Gov. Leary of Guam.,7.0
New Warden of Eastern Reformatory.,7.0
POWERS MUST KEEP FAITH.,7.0
Layman on State Board of Health.,1.0
Both Legs Crushed by a Train.,7.0
CONFERENCE AT WHITE HOUSE.,7.0
OLD STOCKS FOUND BURIED.; Shares in Old Oil and Land Companies Come to Light in William's Bridge.,9.0
TO AID BARONESS VON KETTELER.; Gen. Chaffee Offers Escort and Transportation for Her.,9.0
EXPORTS OF MERCHANDISE.,1.0
THE LONDON MARKET.,1.0
Philadelphia Cricketers Won.,1.0
Article 6 -- No Title,7.0
Editorial Article 1 -- No Title,1.0
SWINDLER IN THE TOILS.; Caught in Baltimore After Fleecing Residents of Atlantic City.,9.0
RAIN RELIEVING INDIA.; Cholera Still Prevalent in Many Districts of the Country.,9.0
McGUIRE WINS IN SYRACUSE.; Carries All Wards -- Would Not Allow Meetings to Declare for Him.,9.0
AGED COUPLE DIE TOGETHER.; Peter Leroy and His Wife Expire Within Two Hours of Each Other.,9.0
Alaska Military Post Named.,7.0
How One Man Supports a Wife.,7.0
Article 8 -- No Title,7.0
REV. MR. PORTER IN A HOSPITAL.; Recovery of the Assistant Pastor of Plymouth Church Will Be Slow.,1.0
SENT MOTHER THE CERTIFICATE.; Mrs. King Adopted Novel Method of Announcing Her Marriage.,9.0
"THE MINE WORKERS' TERMS; Strike of 140,000 Men Threatened If Operators Hold Out. Miners Allow Them Until Sept. 8 to Decide -- Meanwhile They Apply for Permission to Strike.",5.0
RUINS OF THE LEGATIONS.,7.0
Movements of Naval Vessels.,1.0
Why Some May Take to Drink.,1.0
MR. BRYAN ON COINAGE.,1.0
"UNITED STATES CENSUS.; Toledo, Indianapolis, and Chicago Show Largest Percentage of Increase.",9.0
PHILADELPHIA PRICES.,1.0
THE PRIMARIES OF THE REPUBLICANS; Abraham Gruber Victorious Over George C. Austin. REGULARS WIN ELSEWHERE In the Various Districts Where There Were Contests the Independents Made a Good Showing.,4.0
Brooklyn Man Dies in Philadelphia.,1.0
THE NEWS OF NEWPORT.,1.0
MARKET MOVEMENT.,9.0
Pennsylvania's Football Practice.,1.0
COLER MEN BEATEN IN ERIE.; Norman E. Mack Carries the Eight Districts -- Sheehan Claims Four in Buffalo.,6.0
Vermont Murderer to be Hanged.,7.0
KIDNAPPED HIS OWN BOY.; Herman Took His Son from the Mother -- Police Support Him.,6.0
Robert Earl Not a Candidate.,7.0
PLAN TO LIFT THEIR RACE; Negroes Organize a Commercial and Real Estate Concern. By Establishing Stores They Hope to Secure to Colored Men the Profits of Their Own Consumption.,9.0
SIEGE BATTERY NOT NEEDED.,7.0
CUBANS ATTACK GEN. WOOD.; Organ of the Black Party Threatens the Republicans.,9.0
THE UNITED SERVICE.,1.0
International Golf Teams.,1.0
Drink Drove Him to Suicide.,7.0
Article 9 -- No Title,7.0
LOCOMOTIVE WORKS TO CLOSE.; Rogers Corporation of Paterson Getting Ready to Wind Up Its Affairs.,5.0
WANTED -- SPECIFICATIONS.,1.0
GERMAN ARMY MANOEUVRES.; French Officer to Attend This Year for First Time.,9.0
PACIFIC STEAMSHIP ASHORE.,7.0
"A CURB BROKER A SUICIDE; Alfred Bingen, ""the Count,"" Shoots Himself at Long Branch. Was the Son of an Italian Banker -- His Fortune Lost by the Failure of the Institution.",1.0
MIDDLE STATES REGATTA.; Full List of Entries for the Annual Labor Day Races on the Harlem.,9.0
"DRAMATIC AND MUSICAL; MANAGERS AT WAR. Court Takes Part In Row Between the Owners of ""The Cadet Girl.""",10.0
"AMOY TO BE WELL GUARDED.; British Troops Likely to Land, and a German Gunboat Ordered There.",7.0
Preliminary Lessons for Heroes.(2),7.0
"Well, Hardly.",7.0
KNIERIEN DIES OF HIS WOUND.; Succumbs at Nyack Hospital to Injuries Inflicted by Quinlan.,7.0
FRENCH IN BRITISH SPHERE.,7.0
THE NEWS OF NEWPORT.(2),7.0
"READING'S MEN WILL, NOT STRIKE.; Have No Such Grievances, It Is Said, as Other Anthracite Miners.",7.0
ROBBED IN BATTERY PARK.; Offering to Guide a Man to Greenwich Street Thief Takes His Watch and Pocketbook.,7.0
THE NEWS OF NEWPORT.,7.0
Atlantic County Sheriff Ill.,7.0
FRENCH IN BRITISH SPHERE.(2),7.0
OPINION IN ST. PETERSBURG.; Russia Would Never Consent to the Dismemberment of China.,7.0
TIVOLI LICENSE REVOKED.; Resort Held to be Disorderly -- Justice Gildersleeve Signs Order.,7.0
"COAL OPERATORS HOLD OUT.(2); To Meet Miners' Demands, They Say, Would Mean Bankruptcy.",7.0
STRENGTH OF FORCES LANDED.,7.0
"Mr. Maximum.""",7.0
Peru Still Without a Cabinet.,7.0
Japan's Adviser in Washington.(2),7.0
"ST. JOSEPH POST OFFICE ROBBED.; Took $5,000 in Cash and Caused a Stamp Famine.",7.0
THE PRETORIA CAMPAIGN.(2),4.0
Front Page 4 -- No Title,7.0
SUGAR REFINERS SHUT DOWN.; Philadelphia Works Closed Owing to Want of Raw Material.,7.0
Obituary 1 -- No Title,7.0
Article 8 -- No Title,7.0
FOREIGN CEMETERY DESECRATED.,7.0
DUKE OF MANCHESTER BANKRUPT(2); Petitions to the Court Included One from Himself.,9.0
"IS MILK A FARM PRODUCT.; Fishkill Dealers Say It Is, and That They Require No License.",7.0
Obituary 3 -- No Title,7.0
"HELPED TO LYNCH HIMSELF.; Negro Offered to Do the Whole Business Alone, but the Mob Allowed Him Only to Assist.",7.0
MONUMENT AT YORKTOWN.; Memorial to Revolutionary Heroes to be Dedicated in October.,7.0
"BRYAN TO STUMP IN THE EAST.(2); To Start Friday on Long Tour in Ten States, Including New York.",7.0
"BAREFOOT BURGLAR"" IS DEAD.(2); Failed to Recover from the Effects of Morphine Poisoning.",7.0
Oswego Men Favor Coler.,7.0
Article 4 -- No Title,7.0
GRAND CIRCUIT RACES.; Trotters and Pacers Provide Good Sport on Providence's Track.,9.0
Crucible Steel Combine Raises Prices.,7.0
"POPULATION OF PATERSON.(2); Increase of 26,824 in Ten Years -- Wilmington's Gain 15,077.",9.0
Raid by Bandits In Canton.(2),7.0
Front Page 1 -- No Title,7.0
Charles A. Beach's Appointment.,7.0
FOREIGN CEMETERY DESECRATED.(2),7.0
TOO LATE TO SAVE HER CHILD.; Mother Rushing to Rescue When Daughter Is Struck by Engine.,9.0
GOVERNMENT IN PHILLIPPINES.; Senator Morgan Says Only a Republican Form Is Possible There.,7.0
THE PROBLEM BEFORE THE ALLIES.,7.0
FIRE OPPOSITE THE WALDORF.(2); Blaze Subdued by Negro Woman Caretaker of Premises.,6.0
NOW UNDER AMERICAN FLAG.; Five China Merchants' Steam Navigation Company Ships Transferred.,7.0
CRISIS IN THE BALKANS.; Bulgaria Withdraws Her Diplomatic Agent at Bucharest -- Prince Ferdinand Threatens to Abdicate.,9.0
GIVE MR. BRYAN TIME.(2),7.0
RUSSIA AND AMERICA MAY ACT TOGETHER; Oppose Germany's Desire to Acquire Chinese Territory. JOINT PROTEST TALKED OF Italy Is Now Virtually an Ally of Germany. Attitude of Other Powers Uncertain -- Rush of Forces of Various Nationalities to Amoy Begun.,7.0
Peru Still Without a Cabinet.(2),7.0
SAYS ENVOYS CAUSED OUTBREAK.,7.0
PLOT TO BURN SHANGHAI.,7.0
KNIGHT OF PYTHIAS DROWNED.; Tragedy Followed the Outing of a Pittsburg Lodge.,7.0
THE SITUATION SUMMED UP.(2),7.0
BRESCI GETS LIFE SENTENCE.; Trial of King Humbert's Assassin Takes Place at Milan -- Immense Crowd Present.,9.0
Front Page 3 -- No Title,7.0
Article 9 -- No Title,7.0
Italy Objects to German Meat Law.(2),7.0
Article 1 -- No Title,7.0
CRENSHAW'S CHARGES DENIED.(2),7.0
Nietzsche's Unpublished Works.,7.0
BRITISH TAKE MACHADODORP.(2); Boers Make Poor Stand and Retreat Northward -- French's Movement.,9.0
County Nominations.,7.0
CHINESE TURN ON BOXERS.,7.0
Front Page 5 -- No Title,7.0
PROF. HENRY SIDGWICK DEAD.(2); Well-Known English Writer of Philosophical Works Passes Away.,9.0
BRESCI GETS LIFE SENTENCE.(2); Trial of King Humbert's Assassin Takes Place at Milan -- Immense Crowd Present.,1.0
LIQUOR DEALERS' CONVENTION.; Three Hundred Delegates from New York Attend the Meeting.,7.0
Coler Carries Watertown Primaries.,7.0
"BRYAN TO STUMP IN THE EAST.; To Start Friday on Long Tour in Ten States, Including New York.",7.0
SUGAR REFINERS SHUT DOWN.(2); Philadelphia Works Closed Owing to Want of Raw Material.,7.0
ROBBED WHILE POLICE WATCHED.; Detectives Left Money in Safe as a Trap; Burglars Carried It Off.,7.0
FATHER SHOOTS HIS SON.(2); The Young Man Killed by His Liquor- Crazed Parent.,7.0
Dorothy Led Thirty-Footers.(2),7.0
Article 2 -- No Title,7.0
LIGHTNING FIRES A SHOTGUN.; One Bystander So Startled He Seized a Revolving Circular Saw.,7.0
"FIFTY FOREIGNERS SLAIN.; Governor of Shen-Si Invites Them to Come Under His Protection, and All Are Massacred.",7.0
"MISS UNDERHILL BEATEN; Champion Woman Golfer Lost on Shinnecock Links. MISS HOYT'S EASY VICTORY Philadelphia's Fair Golfer Miss Griscom Had Little Trouble in Downing Mrs. Manice, the Lenox Expert.",6.0
"BAREFOOT BURGLAR"" IS DEAD.; Failed to Recover from the Effects of Morphine Poisoning.",7.0
Consul Shaw Alive and Well.,7.0
REFORMERS PREPARE TO RISE.(2),7.0
Germans to Try Hemp Culture.(2),7.0
PREPARING TO WINTER TROOPS.,7.0
"BODY FOUND ON THE BEACH; Was That of a Man for Whom Strikers Had Made Trouble. He Had Refused to Go Out With Them at Bay City, Mich. -- Flatirons Tied Under His Clothing.",9.0
Front Page 6 -- No Title,7.0
Front Page 7 -- No Title,7.0
KINLEY MACK'S CUP RACE; Western Horse Made a New Track Record at Sheepshead Bay. DASH STAKES FOR BELLARIO Colt Came from Behind and Finished First in Easy Style -- Selling-Race Winners Bid Up.,9.0
FATHER SHOOTS HIS SON.; The Young Man Killed by His Liquor- Crazed Parent.,7.0
Gen. Sherman's Sister Dies from Fall.(2),7.0
Transvaal Germans' Complaint.,7.0
Killed Trying to Remove Live Wire.,7.0
STRIKERS ATTACK POLICE.; Trouble Over the Employment of Boys at a Fruit Jar Factory.,9.0
KINLEY MACK'S CUP RACE(2); Western Horse Made a New Track Record at Sheepshead Bay. DASH STAKES FOR BELLARIO Colt Came from Behind and Finished First in Easy Style -- Selling-Race Winners Bid Up.,9.0
Gen. Sherman's Sister Dies from Fall.,7.0
Union Pacific General Agent Resigns.(2),7.0
PLOT TO BURN SHANGHAI.(2),7.0
Capt. Brown Killed in the Philippines.,7.0
Article 11 -- No Title,7.0
SHEEHAN MEN'S CHARGES(2); May Send a Contesting Delegation to the Convention. Chief Devery's Explanation of His Closing of a Saloon Frequented by the Sheehanites.,9.0
HAMILTON CLUB SPEECHES(2); Prominent Republicans Eulogize the President and His Policy. Senator Davis Says Democrats Are Afraid to Mention China -- Senator Dolliver's Speech.,9.0
SALOON KEEPERS TO FIGHT.; Courts Appealed to Against Atlantic City's Closing Ordinance.,9.0
"INDEMNITY -- OR ""PENALTY.""; Statement of Under Foreign Secretary Regarding What Great Britain Will Require.",7.0
Italy Objects to German Meat Law.,7.0
Article 3 -- No Title,7.0
"KICKED WITH A ""BOOTED FOOT.""(2); Designer of Artistic Leather Goods Has Merchant Arrested.",7.0
THE SITUATION SUMMED UP.,7.0
DESIGN FOR THE LIPTON CUP.,5.0
FALSE TEETH CAUSE DEATH; They Strangle Arthur T.J. Rice Bathing at Brighton Beach. He Was With the Broadway National Bank for Forty-five Years and Retired as Second Vice President.,9.0
SALOON KEEPERS TO FIGHT.(2); Courts Appealed to Against Atlantic City's Closing Ordinance.,9.0
President to Stay in Washington.,7.0
HAMILTON CLUB SPEECHES; Prominent Republicans Eulogize the President and His Policy. Senator Davis Says Democrats Are Afraid to Mention China -- Senator Dolliver's Speech.,9.0
A.M. WADDELL A CANDIDATE.; To Stand for the United States Senate in North Carolina.,7.0
TOO LATE TO SAVE HER CHILD.(2); Mother Rushing to Rescue When Daughter Is Struck by Engine.,9.0
SAVED HIS LIFE BY HIS TEETH.; Painter Falling from Church Spire Catches Rope in His Mouth.,7.0
"FIFTY FOREIGNERS SLAIN.(2); Governor of Shen-Si Invites Them to Come Under His Protection, and All Are Massacred.",7.0
Nietzsche's Unpublished Works.(2),7.0
BOXERS DELAYED DISPATCHES.,7.0
CRENSHAW'S CHARGES DENIED.,7.0
"REUNION OF PEAPACK SMITHS.(2); About 2,500 Descendants Gather on Site of Old Homestead.",7.0
"IS MILK A FARM PRODUCT.(2); Fishkill Dealers Say It Is, and That They Require No License.",7.0
TIVOLI LICENSE REVOKED.(2); Resort Held to be Disorderly -- Justice Gildersleeve Signs Order.,7.0
LESSON FOR GEN. GREENE(2); Gave Facts About Regular Tickets to the Opposition. Called to Account by Republican Leaders -- Admits He Has Learned Something About Politics.,7.0
Bar Harbor Social Season.,7.0
TO SUCCEED THE G.A.R.; New Organization Formed to Perpetnate the Present One.,7.0
LOSSES BY FIRE.,7.0
City Island Yacht News.,7.0
DR. ISAAC C. DETWEILER DEAD.(2); Made a Vow to Give All His Income to Charity.,9.0
WAYNE COUNTY DELEGATES.; Pledged to Support to Any Hill Man -- Favors Coler for Governor.,7.0
RICHARD CROKER ELATED(2); His View of the Possible Defeat of Mr. Coler. THE HILL MEN NOT CAST DOWN Declare that Primary Results Will Not Affect the Gubernatorial Nomination -- Mr. Coler's Statement.,1.0
"MISS UNDERHILL BEATEN(2); Champion Woman Golfer Lost on Shinnecock Links. MISS HOYT'S EASY VICTORY Philadelphia's Fair Golfer Miss Griscom Had Little Trouble in Downing Mrs. Manice, the Lenox Expert.",2.0
An Exciting Cricket Game.(2),7.0
DR. ISAAC C. DETWEILER DEAD.; Made a Vow to Give All His Income to Charity.,9.0
CHATTANOOGA LINE LEASE.; The Louisville and Nashville to Obtain full Control of the Road.,9.0
ON THE PRESENT CRISIS.,7.0
STRENGTH OF FORCES LANDED.(2),7.0
Other Harness Races.,7.0
THE PROBLEM BEFORE THE ALLIES.(2),7.0
ASSAULTED BY LIVERYMEN.; Society Agent Gets Into Trouble Trying to Examine a Horse.,9.0
Article 7 -- No Title,7.0
WHAT IS DOING IN SOCIETY.,7.0
THE ALABAMA'S TRIAL.,4.0
Fatal Fall of Unidentified Waiter.,7.0
Article 10 -- No Title,7.0
An Exciting Cricket Game.,7.0
A MISSIONARY DISAPPEARS.; Fears of Friends that Accident or Foul Play Causes the Absence of the Rev. David Loynd.,7.0
Newport's Golf Tournament.,7.0
The Moscow-Archangel Railway.,7.0
Luchenni's Supposed Accomplice Taken,7.0
TRIED TO END A VARIED LIFE.; Widely-Traveled Woman Attempts Suicide -- Served Before the Mast.,7.0
"POPULATION OF PATERSON.; Increase of 26,824 in Ten Years -- Wilmington's Gain 15,077.",9.0
C.A. BOUTELLE'S CONDITION.; Believed to be Slowly recovering from His Mental Trouble.,9.0
TO SUCCEED THE G.A.R.(2); New Organization Formed to Perpetnate the Present One.,9.0
Old Stage Driver Dead.,7.0
"COAL OPERATORS HOLD OUT.; To Meet Miners' Demands, They Say, Would Mean Bankruptcy.",7.0
BRITISH TAKE MACHADODORP.; Boers Make Poor Stand and Retreat Northward -- French's Movement.,9.0
Obituary 2 -- No Title,7.0
ALL-DAY CABINET MEETING.; Document Prepared for Transmission Abroad -- Russian and American Aims Similar.,7.0
ROBBED WHILE POLICE WATCHED.(2); Detectives Left Money in Safe as a Trap; Burglars Carried It Off.,7.0
Front Page 2 -- No Title,7.0
FIRE OPPOSITE THE WALDORF.; Blaze Subdued by Negro Woman Caretaker of Premises.,6.0
Germans to Try Hemp Culture.,7.0
Poisoned by Black Stockings.,7.0
Other Harness Races.(2),7.0
SAYS TROUBLE HAS ONLY BEGUN.(2),7.0
LI STILL IN SHANGHAI.; He Asks the Empress Dowager to Appoint a Peace Commission.,7.0
Wu Indignant at Admirals' Action.,7.0
Golf On Blue Mountain Links.,7.0
Luchenni's Supposed Accomplice Taken(2),7.0
"Mr. Maximum.""(2)",7.0
Raid by Bandits In Canton.,7.0
GIRL SUSPECTED OF ROBBERY.; Coney Island Police Think They Have Bath House Thief.,7.0
THE ALABAMA'S TRIAL.(2),7.0
DUKE OF MANCHESTER BANKRUPT; Petitions to the Court Included One from Himself.,9.0
Where Is the Emperor ?,7.0
TUAN AGAIN KILLED.,7.0
Union Pacific General Agent Resigns.,7.0
TO OCCUPY PAO-TING-FOO ?,7.0
Article 6 -- No Title,7.0
Leyds's Interview with the Czar.,7.0
Charles A. Beach's Appointment.(2),7.0
VICTIMS OF GLASGOW'S PLAGUE; Two Girls and a Boy Seized by the Disease -- Shipping May Be Quarantined.,9.0
Reiff Boys on Five Winners.,9.0
"AMOY TO BE WELL GUARDED.(2); British Troops Likely to Land, and a German Gunboat Ordered There.",7.0
"DEMAND FOR MR. COLER; Franchise Tax League's Petition to the Convention. John De Witt Warner Suggests That the Controller Head Independent Ticket, If Defeated.",1.0
Magee Wants to Succeed Quay.,7.0
